SRR_ID	Tissue	Log2TPM1
SRR6023721	Skeletal_Muscle	0.978196362
SRR6853389	Skeletal_Muscle	0.978723545
SRR3160013	Skeletal_Muscle	0.979905345
ERR2775661	Skeletal_Muscle	0.981351458
Y30_2DM	Skeletal_Muscle	0.981914743
SRR1805948	Skeletal_Muscle	0.98373241
SRX8136081	Skeletal_Muscle	0.98597615
SRR6023824	Skeletal_Muscle	0.986326465
SRR6023746	Skeletal_Muscle	0.987463491
ERR2775670	Skeletal_Muscle	0.989393364
ERR2775677	Skeletal_Muscle	0.98946167
SRR7778963	Skeletal_Muscle	0.992838026
SRR7763693	Skeletal_Muscle	0.993488873
SRR4174006	Skeletal_Muscle	0.993951825
SRR2973855	Skeletal_Muscle	0.99523051
Y30_1LM	Skeletal_Muscle	0.995567008
SRR6023784	Skeletal_Muscle	0.998736367
SRX8136056	Skeletal_Muscle	1.000188259
SRX8136075	Skeletal_Muscle	1.001298562
SRR6023772	Skeletal_Muscle	1.001312256
SRR6312389	Skeletal_Muscle	1.002229404
SRR1805952	Skeletal_Muscle	1.003082629
SRR11939217	Skeletal_Muscle	1.003435292
SRR3105562	Skeletal_Muscle	1.006270014
SRR7778981	Skeletal_Muscle	1.006802116
SRX8136065	Skeletal_Muscle	1.008042208
SRX8136060	Skeletal_Muscle	1.009318504
SRR4174005	Skeletal_Muscle	1.011790445
SRR6023774	Skeletal_Muscle	1.012152431
Y300_1DM	Skeletal_Muscle	1.012409915
ERR1464214	Skeletal_Muscle	1.012988371
SRR1805957	Skeletal_Muscle	1.014071726
SRX8136053	Skeletal_Muscle	1.015586058
SRR1184418	Skeletal_Muscle	1.017200736
SRR2973868	Skeletal_Muscle	1.018582191
SRR6023799	Skeletal_Muscle	1.019506221
SRR3105574	Skeletal_Muscle	1.020088242
SRR6023781	Skeletal_Muscle	1.020558383
Z30_1_DM	Skeletal_Muscle	1.02154653
SRR8921152	Skeletal_Muscle	1.022171771
ERR2775683	Skeletal_Muscle	1.023349754
SRR6023733	Skeletal_Muscle	1.024727463
SRR4299246	Skeletal_Muscle	1.0262682
SRR1805949	Skeletal_Muscle	1.027568112
SRR11020936	Skeletal_Muscle	1.028724729
SRR4174008	Skeletal_Muscle	1.029954606
SRR2307981	Skeletal_Muscle	1.032486686
SRR6023827	Skeletal_Muscle	1.033252423
ERR2775650	Skeletal_Muscle	1.034523523
SRR6023755	Skeletal_Muscle	1.034750991
SRR4299248	Skeletal_Muscle	1.03604399
SRR4299254	Skeletal_Muscle	1.036053839
SRR6312381	Skeletal_Muscle	1.036762837
Y30_3DM	Skeletal_Muscle	1.036893626
SRR4242264	Skeletal_Muscle	1.03812991
Z180_2LM	Skeletal_Muscle	1.039272478
SRR6023732	Skeletal_Muscle	1.04118059
SRR7724879	Skeletal_Muscle	1.043140091
ERR2743120	Skeletal_Muscle	1.043240902
SRR6023811	Skeletal_Muscle	1.045281497
SRR6023748	Skeletal_Muscle	1.045518459
SRX8136064	Skeletal_Muscle	1.049906735
SRR4299260	Skeletal_Muscle	1.051624073
SRR6023670	Skeletal_Muscle	1.055426828
SRR4242263	Skeletal_Muscle	1.056722242
SRR3105569	Skeletal_Muscle	1.057442647
ERR2775665	Skeletal_Muscle	1.05767554
SRX8136072	Skeletal_Muscle	1.058195256
SRR2973878	Skeletal_Muscle	1.058447423
SRR4174004	Skeletal_Muscle	1.058577647
ERR972389	Skeletal_Muscle	1.058588729
SRR8224436	Skeletal_Muscle	1.058618512
SRR8366947	Skeletal_Muscle	1.060106889
W30_2DM	Skeletal_Muscle	1.060331051
SRR6023804	Skeletal_Muscle	1.061998718
SRR6023737	Skeletal_Muscle	1.065306219
SRR6023679	Skeletal_Muscle	1.065499244
SRR7724901	Skeletal_Muscle	1.068718957
SRR8224432	Skeletal_Muscle	1.071562929
ERR2743109	Skeletal_Muscle	1.0729571
ERR2743136	Skeletal_Muscle	1.074236876
SRX4617967	Skeletal_Muscle	1.075445006
CNR0262788	Skeletal_Muscle	1.075845438
SRR8601591	Skeletal_Muscle	1.077345557
SRR6023745	Skeletal_Muscle	1.077726323
SRR6023669	Skeletal_Muscle	1.085774749
SRX8136071	Skeletal_Muscle	1.086338799
SRR3105564	Skeletal_Muscle	1.092066004
SRR3105567	Skeletal_Muscle	1.092066004
SRR6023777	Skeletal_Muscle	1.095235812
SRR7778970	Skeletal_Muscle	1.096037131
SRR6853386	Skeletal_Muscle	1.096251056
SRX8136078	Skeletal_Muscle	1.096966159
ERX2933230	Skeletal_Muscle	1.097593268
SRR7903773	Skeletal_Muscle	1.097919527
SRR4174003	Skeletal_Muscle	1.098990136
SRX8136047	Skeletal_Muscle	1.100919804
SRR6023757	Skeletal_Muscle	1.102703813
SRR7763635	Skeletal_Muscle	1.104504405
SRR7778972	Skeletal_Muscle	1.104533256
Z30_3_LM	Skeletal_Muscle	1.106368422
SRR3105571	Skeletal_Muscle	1.108186534
SRX2055024	Skeletal_Muscle	1.109392656
ERR2743166	Skeletal_Muscle	1.109414053
SRR7763651	Skeletal_Muscle	1.110948489
SRX8136074	Skeletal_Muscle	1.11289159
ERR2743187	Skeletal_Muscle	1.116937595
SRR6023833	Skeletal_Muscle	1.121016728
SRR7778978	Skeletal_Muscle	1.122312911
SRR6023770	Skeletal_Muscle	1.124132895
SRR1805956	Skeletal_Muscle	1.125652424
SRR6023714	Skeletal_Muscle	1.126041806
SRX8136079	Skeletal_Muscle	1.12606428
SRR6023682	Skeletal_Muscle	1.127915188
SRR1805958	Skeletal_Muscle	1.128885273
SRR7724860	Skeletal_Muscle	1.128963115
D160_309	Skeletal_Muscle	1.129265869
SRR6023834	Skeletal_Muscle	1.129381941
SRX8136069	Skeletal_Muscle	1.129669443
SRR4174007	Skeletal_Muscle	1.130097292
Y180_3DM	Skeletal_Muscle	1.13210497
SRR8224433	Skeletal_Muscle	1.132674883
SRR3105563	Skeletal_Muscle	1.133190639
ERR777782	Skeletal_Muscle	1.133965241
SRR7724893	Skeletal_Muscle	1.134681608
SRR5136328	Skeletal_Muscle	1.138188641
SRR7778982	Skeletal_Muscle	1.139531707
SRR4173997	Skeletal_Muscle	1.139747791
SRR3105580	Skeletal_Muscle	1.141369353
SRR3571539	Skeletal_Muscle	1.142535645
SRR7724918	Skeletal_Muscle	1.142802897
SRR7778969	Skeletal_Muscle	1.143747355
SRR3105573	Skeletal_Muscle	1.144583527
SRR5027048	Skeletal_Muscle	1.144791026
ERR2743188	Skeletal_Muscle	1.145083301
SRR8224438	Skeletal_Muscle	1.148302889
SRR3105579	Skeletal_Muscle	1.149618368
SRR6023800	Skeletal_Muscle	1.15097293
SRR6853387	Skeletal_Muscle	1.151931534
SRR6023729	Skeletal_Muscle	1.152689653
SRR8453476	Skeletal_Muscle	1.154618203
SRR2919661	Skeletal_Muscle	1.15486638
SRR6023769	Skeletal_Muscle	1.15556338
SRR6023758	Skeletal_Muscle	1.155569856
SRR2035187	Skeletal_Muscle	1.155684478
Y300_2LM	Skeletal_Muscle	1.156102093
SRR2536881	Skeletal_Muscle	1.157310875
SRR6023704	Skeletal_Muscle	1.158383565
SRR7763631	Skeletal_Muscle	1.158916057
ERX2933224	Skeletal_Muscle	1.159413476
SRR6023796	Skeletal_Muscle	1.159924282
CNR0262757	Skeletal_Muscle	1.160533654
SRR7763689	Skeletal_Muscle	1.161020838
SRR6023728	Skeletal_Muscle	1.162706321
SRR7724870	Skeletal_Muscle	1.163122552
SRR4174000	Skeletal_Muscle	1.164763756
SRR6023835	Skeletal_Muscle	1.168291588
SRR6023788	Skeletal_Muscle	1.1686292
SRR7778989	Skeletal_Muscle	1.168984057
SRR6023710	Skeletal_Muscle	1.170398769
SRR7763616	Skeletal_Muscle	1.171398363
SRR6023736	Skeletal_Muscle	1.182949036
SRR6023768	Skeletal_Muscle	1.18590396
SRR8366876	Skeletal_Muscle	1.187655646
M300_1LM	Skeletal_Muscle	1.188823732
ERR2743135	Skeletal_Muscle	1.19116655
SRR1805960	Skeletal_Muscle	1.193180038
ERR2743126	Skeletal_Muscle	1.193469613
SRR7369737	Skeletal_Muscle	1.199819944
SRR2308102	Skeletal_Muscle	1.200648101
SRR7763632	Skeletal_Muscle	1.203520676
SRR6023805	Skeletal_Muscle	1.203694189
ERR2743139	Skeletal_Muscle	1.20564587
ERR2743117	Skeletal_Muscle	1.206548208
SRR8366845	Skeletal_Muscle	1.206670727
SRR7778975	Skeletal_Muscle	1.207307536
SRR6023712	Skeletal_Muscle	1.208799404
SRR4174002	Skeletal_Muscle	1.208863066
SRR11020937	Skeletal_Muscle	1.211169853
SRR7778985	Skeletal_Muscle	1.21229478
SRX8136077	Skeletal_Muscle	1.213746048
SRR3160023	Skeletal_Muscle	1.214068838
SRR2095546	Skeletal_Muscle	1.21550714
SRR7724853	Skeletal_Muscle	1.216050016
ERR2775682	Skeletal_Muscle	1.217642679
ERR1815476	Skeletal_Muscle	1.219391588
SRR7724924	Skeletal_Muscle	1.220832643
SRR3105572	Skeletal_Muscle	1.220952099
SRR6023828	Skeletal_Muscle	1.221247292
SRR2536884	Skeletal_Muscle	1.22402854
SRR7778984	Skeletal_Muscle	1.229211973
SRX7051124	Skeletal_Muscle	1.231385711
SRR8366907	Skeletal_Muscle	1.232475343
ERR2775653	Skeletal_Muscle	1.234431422
SRR6023676	Skeletal_Muscle	1.235250371
SRR2919658	Skeletal_Muscle	1.235317779
ERR2775649	Skeletal_Muscle	1.236840966
ERR2775673	Skeletal_Muscle	1.236965837
SRR7763619	Skeletal_Muscle	1.238224955
SRR1805953	Skeletal_Muscle	1.240610471
SRR6023706	Skeletal_Muscle	1.240849172
SRR7724854	Skeletal_Muscle	1.241878004
ERR2743171	Skeletal_Muscle	1.242889035
SRR7778966	Skeletal_Muscle	1.243691623
SRX8136066	Skeletal_Muscle	1.244758611
SRR8366864	Skeletal_Muscle	1.247717928
ERR2743189	Skeletal_Muscle	1.250343143
SRR6023720	Skeletal_Muscle	1.251160385
ERR777784	Skeletal_Muscle	1.251228266
SRR6312393	Skeletal_Muscle	1.252218837
SRR5190396	Skeletal_Muscle	1.252258204
ERR2775686	Skeletal_Muscle	1.253022306
SRR6023816	Skeletal_Muscle	1.255958697
SRR7763675	Skeletal_Muscle	1.257423448
SRR7763673	Skeletal_Muscle	1.258214374
SRR2919657	Skeletal_Muscle	1.258699213
Y30_3LM	Skeletal_Muscle	1.259126628
SRX8136086	Skeletal_Muscle	1.259559943
ERR2775681	Skeletal_Muscle	1.260220211
SRR6023767	Skeletal_Muscle	1.260276826
SRR6023730	Skeletal_Muscle	1.260703774
SRR2919660	Skeletal_Muscle	1.261064986
SRR7778979	Skeletal_Muscle	1.261642736
SRR7903774	Skeletal_Muscle	1.261828651
SRR1805947	Skeletal_Muscle	1.263006153
SRX4617966	Skeletal_Muscle	1.264382095
SRR6023751	Skeletal_Muscle	1.264712966
SRR6023831	Skeletal_Muscle	1.267252924
SRR3160033	Skeletal_Muscle	1.269132515
SRR6023813	Skeletal_Muscle	1.269213322
SRR8224437	Skeletal_Muscle	1.271402368
SRX8136052	Skeletal_Muscle	1.27223883
SRR6023795	Skeletal_Muscle	1.27369133
SRR2536883	Skeletal_Muscle	1.274250925
ERR789449	Skeletal_Muscle	1.27440898
SRR5054331	Skeletal_Muscle	1.277060532
SRR5190410	Skeletal_Muscle	1.277060532
ERR2743121	Skeletal_Muscle	1.27728554
SRR7724872	Skeletal_Muscle	1.277288516
SRR3160063	Skeletal_Muscle	1.277542055
SRR6023766	Skeletal_Muscle	1.279429099
SRR6023687	Skeletal_Muscle	1.279764856
ERR2743140	Skeletal_Muscle	1.283415703
SRR4299269	Skeletal_Muscle	1.284942851
SRR3160014	Skeletal_Muscle	1.28602592
SRR3105578	Skeletal_Muscle	1.287290839
SRR5577189	Skeletal_Muscle	1.287771914
ERR2743127	Skeletal_Muscle	1.288816254
SRR2919659	Skeletal_Muscle	1.289609045
ERR2775654	Skeletal_Muscle	1.289986102
SRR6023793	Skeletal_Muscle	1.290545901
SRR6023826	Skeletal_Muscle	1.291719063
ERR2743169	Skeletal_Muscle	1.292042547
SRR7763618	Skeletal_Muscle	1.292331794
SRR7724896	Skeletal_Muscle	1.294230194
SRR6312385	Skeletal_Muscle	1.294255489
SRR7763636	Skeletal_Muscle	1.295112321
SRR7724856	Skeletal_Muscle	1.295626058
SRR7763652	Skeletal_Muscle	1.296723455
SRR2536877	Skeletal_Muscle	1.298550989
SRR6023789	Skeletal_Muscle	1.300556029
SRR7778965	Skeletal_Muscle	1.301459466
T84_D180	Skeletal_Muscle	1.305099098
SRR4299256	Skeletal_Muscle	1.307358575
SRR5577194	Skeletal_Muscle	1.308470969
SRR6023698	Skeletal_Muscle	1.309130193
SRR6023825	Skeletal_Muscle	1.310131846
SRR7778974	Skeletal_Muscle	1.311472308
SRR3160072	Skeletal_Muscle	1.31275984
SRR7763633	Skeletal_Muscle	1.313034512
SRR3160073	Skeletal_Muscle	1.313512885
SRR7778968	Skeletal_Muscle	1.313665537
ERR2743147	Skeletal_Muscle	1.315407403
SRR8366828	Skeletal_Muscle	1.317646755
Y300_3DM	Skeletal_Muscle	1.318464357
ERR2743165	Skeletal_Muscle	1.32124525
SRR6023708	Skeletal_Muscle	1.322242568
SRR4299272	Skeletal_Muscle	1.324625143
SRR5577190	Skeletal_Muscle	1.324636087
ERX2933229	Skeletal_Muscle	1.324939029
ERR2775685	Skeletal_Muscle	1.326625357
ERR2775688	Skeletal_Muscle	1.327503423
SRR6023739	Skeletal_Muscle	1.329752216
SRR7778964	Skeletal_Muscle	1.330953008
ERR2775656	Skeletal_Muscle	1.332466199
ERR1815483	Skeletal_Muscle	1.33298227
SRR7724869	Skeletal_Muscle	1.33417065
ERR2743167	Skeletal_Muscle	1.334451002
SRR6023722	Skeletal_Muscle	1.334507638
SRR6023705	Skeletal_Muscle	1.337292065
SRR7763617	Skeletal_Muscle	1.338146546
SRR6023762	Skeletal_Muscle	1.339991344
SRR8417803	Skeletal_Muscle	1.341127843
SRR2919662	Skeletal_Muscle	1.341526971
SRR4173987	Skeletal_Muscle	1.342189474
SRR6023691	Skeletal_Muscle	1.342271412
SRR8366944	Skeletal_Muscle	1.34338508
SRR6023808	Skeletal_Muscle	1.343718786
SRR7763622	Skeletal_Muscle	1.345982759
SRR6023806	Skeletal_Muscle	1.346635278
SRR5577191	Skeletal_Muscle	1.346740788
SRR7724855	Skeletal_Muscle	1.348956985
SRR3159994	Skeletal_Muscle	1.350734848
SRR7778971	Skeletal_Muscle	1.35267831
SRR6023678	Skeletal_Muscle	1.35565851
SRR4173999	Skeletal_Muscle	1.358642692
SRR7763671	Skeletal_Muscle	1.359363174
SRR7763627	Skeletal_Muscle	1.359644295
SRR1805964	Skeletal_Muscle	1.36145621
SRR7724861	Skeletal_Muscle	1.365035701
SRR6023718	Skeletal_Muscle	1.365040182
SRR5577193	Skeletal_Muscle	1.365563209
SRR6023803	Skeletal_Muscle	1.366849253
ERR2743174	Skeletal_Muscle	1.368902976
SRX8136082	Skeletal_Muscle	1.369611653
ERR2743157	Skeletal_Muscle	1.370174326
ERR2743131	Skeletal_Muscle	1.371040793
SRR6023747	Skeletal_Muscle	1.3713453
ERR2743190	Skeletal_Muscle	1.371407197
SRR7724857	Skeletal_Muscle	1.373425492
SRR8366764	Skeletal_Muscle	1.37397499
SRR3105577	Skeletal_Muscle	1.374576026
SRR6023778	Skeletal_Muscle	1.375854619
SRR7763634	Skeletal_Muscle	1.376600452
SRR7511282	Skeletal_Muscle	1.376722127
ERR2743164	Skeletal_Muscle	1.379897055
ERR2775648	Skeletal_Muscle	1.381227436
SRR6023719	Skeletal_Muscle	1.381916801
SRR6023780	Skeletal_Muscle	1.383807126
SRR6023738	Skeletal_Muscle	1.383988449
SRR6023787	Skeletal_Muscle	1.384746665
SRR5136326	Skeletal_Muscle	1.385506138
D20_336.3	Skeletal_Muscle	1.38635793
SRR7903772	Skeletal_Muscle	1.387269336
SRR7763625	Skeletal_Muscle	1.387377982
SRR6023836	Skeletal_Muscle	1.388448014
SRR4299209	Skeletal_Muscle	1.389019916
SRX8136084	Skeletal_Muscle	1.391182056
ERR789433	Skeletal_Muscle	1.391703941
SRR7724850	Skeletal_Muscle	1.392758133
ERR2743168	Skeletal_Muscle	1.395049634
ERR2743170	Skeletal_Muscle	1.395800415
SRR4299266	Skeletal_Muscle	1.396714644
SRR6023734	Skeletal_Muscle	1.397644722
SRR6023759	Skeletal_Muscle	1.397737806
T299_D160	Skeletal_Muscle	1.397821577
ERR2743161	Skeletal_Muscle	1.39821299
SRX8136067	Skeletal_Muscle	1.402325982
ERR2743143	Skeletal_Muscle	1.402533916
ERR2743137	Skeletal_Muscle	1.404833383
SRR6023717	Skeletal_Muscle	1.4062493
SRR3159993	Skeletal_Muscle	1.406425648
SRR5556386	Skeletal_Muscle	1.407291289
SRR1805954	Skeletal_Muscle	1.409409946
ERR2743145	Skeletal_Muscle	1.411159919
SRR7724895	Skeletal_Muscle	1.411173481
SRR3160024	Skeletal_Muscle	1.412688323
ERR2743116	Skeletal_Muscle	1.413093601
T86_D180	Skeletal_Muscle	1.414054328
ERR2775684	Skeletal_Muscle	1.414397522
SRR8366910	Skeletal_Muscle	1.415311946
ERR2743160	Skeletal_Muscle	1.416425786
ERR2743144	Skeletal_Muscle	1.419473092
SRR5054334	Skeletal_Muscle	1.420681808
SRR6023743	Skeletal_Muscle	1.42096093
SRR2973871	Skeletal_Muscle	1.422213621
ERR2743108	Skeletal_Muscle	1.422411173
D120_228	Skeletal_Muscle	1.422924575
SRR4173998	Skeletal_Muscle	1.423539448
ERR2743101	Skeletal_Muscle	1.429224944
SRX7051122	Skeletal_Muscle	1.430214073
SRR1805955	Skeletal_Muscle	1.430480653
SRR3105565	Skeletal_Muscle	1.43065995
SRR6023696	Skeletal_Muscle	1.431709064
ERR2743138	Skeletal_Muscle	1.431949702
SRX4617963	Skeletal_Muscle	1.432144322
SRR7724871	Skeletal_Muscle	1.433163507
W30_2LM	Skeletal_Muscle	1.433215329
SRR2536882	Skeletal_Muscle	1.433768158
SRX8136051	Skeletal_Muscle	1.434712018
ERR2743184	Skeletal_Muscle	1.435834983
SRR4299252	Skeletal_Muscle	1.436176234
SRX5177120	Skeletal_Muscle	1.440207543
SRR6023764	Skeletal_Muscle	1.440716778
SRX2055027	Skeletal_Muscle	1.441071753
SRR7724902	Skeletal_Muscle	1.442645772
SRR1805950	Skeletal_Muscle	1.44510956
SRR5054335	Skeletal_Muscle	1.445228771
SRR6023822	Skeletal_Muscle	1.445442797
D40_E14	Skeletal_Muscle	1.446788208
SRR6312383	Skeletal_Muscle	1.447449599
SRX8136068	Skeletal_Muscle	1.448290451
SRR7778992	Skeletal_Muscle	1.448645154
SRR6023830	Skeletal_Muscle	1.449829156
SRR4174001	Skeletal_Muscle	1.449943754
SRR6315756	Skeletal_Muscle	1.450092136
SRR6023683	Skeletal_Muscle	1.45150127
ERR2743176	Skeletal_Muscle	1.452511622
SRR3160064	Skeletal_Muscle	1.453294738
SRR776499	Skeletal_Muscle	1.453836241
SRR8366850	Skeletal_Muscle	1.454841801
SRR6023801	Skeletal_Muscle	1.454997574
SRR7724859	Skeletal_Muscle	1.455462161
SRR7724849	Skeletal_Muscle	1.45616218
SRR8366826	Skeletal_Muscle	1.456349355
SRR6023742	Skeletal_Muscle	1.456456076
ERR2743129	Skeletal_Muscle	1.456880253
ERR2743105	Skeletal_Muscle	1.457192918
SRX2366845	Skeletal_Muscle	1.457344235
ERR2775647	Skeletal_Muscle	1.457920457
ERR2775657	Skeletal_Muscle	1.458147311
SRR3105576	Skeletal_Muscle	1.461567324
ERR2743096	Skeletal_Muscle	1.461839695
ERX2933247	Skeletal_Muscle	1.462644462
SRR4173989	Skeletal_Muscle	1.462755429
ERX2933254	Skeletal_Muscle	1.462758569
SRR7724862	Skeletal_Muscle	1.463000887
SRR8366857	Skeletal_Muscle	1.46384214
SRR8366934	Skeletal_Muscle	1.468634925
SRR8366861	Skeletal_Muscle	1.469736491
ERR2775664	Skeletal_Muscle	1.469771389
SRR8366852	Skeletal_Muscle	1.470345274
SRR7724923	Skeletal_Muscle	1.473122937
SRR7778993	Skeletal_Muscle	1.47494372
SRR7511283	Skeletal_Muscle	1.476696894
SRR6023726	Skeletal_Muscle	1.476970052
E95_118.4	Skeletal_Muscle	1.477368034
SRR1805963	Skeletal_Muscle	1.478156937
D80_1	Skeletal_Muscle	1.478982156
ERR2743097	Skeletal_Muscle	1.479239876
SRR4299321	Skeletal_Muscle	1.479986381
ERR2775652	Skeletal_Muscle	1.482388819
ERR2775687	Skeletal_Muscle	1.4850089
ERR2743098	Skeletal_Muscle	1.48585545
SRR7763620	Skeletal_Muscle	1.485866267
SRR7763626	Skeletal_Muscle	1.487119969
SRR8366865	Skeletal_Muscle	1.488082547
ERR2743159	Skeletal_Muscle	1.489167827
SRR7724898	Skeletal_Muscle	1.491714078
SRR8366901	Skeletal_Muscle	1.492771
Y180_2LM	Skeletal_Muscle	1.493621205
D0_5	Skeletal_Muscle	1.49634065
ERR2743146	Skeletal_Muscle	1.496954669
SRR6023723	Skeletal_Muscle	1.497350243
SRR6023779	Skeletal_Muscle	1.497726295
SRR8366867	Skeletal_Muscle	1.498270274
D40_2	Skeletal_Muscle	1.499171856
SRR6023677	Skeletal_Muscle	1.499486205
SRR7778976	Skeletal_Muscle	1.499611721
SRR4173990	Skeletal_Muscle	1.500159579
SRX2055023	Skeletal_Muscle	1.500798485
SRR4299128	Skeletal_Muscle	1.500950903
SRR8366778	Skeletal_Muscle	1.501443222
SRR6023790	Skeletal_Muscle	1.501949126
SRR1805961	Skeletal_Muscle	1.503057622
ERR2743132	Skeletal_Muscle	1.505226832
SRR8453475	Skeletal_Muscle	1.50686442
SRR8366888	Skeletal_Muscle	1.508749103
SRR8453478	Skeletal_Muscle	1.51080448
SRR8366908	Skeletal_Muscle	1.512574811
SRR6023829	Skeletal_Muscle	1.515118481
ERX2933255	Skeletal_Muscle	1.516797824
SRR4299250	Skeletal_Muscle	1.516983345
SRR6023744	Skeletal_Muscle	1.517947367
Y180_3LM	Skeletal_Muscle	1.520137076
SRX8136049	Skeletal_Muscle	1.520305068
ERX2933223	Skeletal_Muscle	1.526618734
SRR7724851	Skeletal_Muscle	1.527764484
SRR6023724	Skeletal_Muscle	1.529125787
SRX8136083	Skeletal_Muscle	1.529535127
SRR7724900	Skeletal_Muscle	1.530072241
T301_D160	Skeletal_Muscle	1.530863807
ERR2743130	Skeletal_Muscle	1.531726793
ERR2743092	Skeletal_Muscle	1.53228005
ERR2775655	Skeletal_Muscle	1.532383793
ERR2743095	Skeletal_Muscle	1.532675531
Z180_3LM	Skeletal_Muscle	1.53639065
ERR1815478	Skeletal_Muscle	1.536939636
ERR2743107	Skeletal_Muscle	1.538307711
SRR8366844	Skeletal_Muscle	1.538590308
ERR2743094	Skeletal_Muscle	1.540773725
SRR8366825	Skeletal_Muscle	1.542923146
ERR2775644	Skeletal_Muscle	1.543296416
SRR7763630	Skeletal_Muscle	1.544811279
SRR7724845	Skeletal_Muscle	1.550434298
ERR2775676	Skeletal_Muscle	1.551697128
SRR7724863	Skeletal_Muscle	1.552544794
SRR6023684	Skeletal_Muscle	1.557229696
SRR8366878	Skeletal_Muscle	1.557644373
ERR2743113	Skeletal_Muscle	1.557986416
ERR2743125	Skeletal_Muscle	1.561082184
ERR2743177	Skeletal_Muscle	1.562104163
SRR8366795	Skeletal_Muscle	1.563596975
SRR6023689	Skeletal_Muscle	1.563891253
SRR7369740	Skeletal_Muscle	1.565050213
SRR8366928	Skeletal_Muscle	1.56537978
SRR7511281	Skeletal_Muscle	1.568233046
ERX2933252	Skeletal_Muscle	1.569745291
ERR3417993	Skeletal_Muscle	1.570094681
SRR776502	Skeletal_Muscle	1.570626136
ERR2743183	Skeletal_Muscle	1.573724977
ERR2743091	Skeletal_Muscle	1.573745818
SRR8366777	Skeletal_Muscle	1.574195504
SRR6023693	Skeletal_Muscle	1.574343754
SRR3160079	Skeletal_Muscle	1.57522228
SRR8366846	Skeletal_Muscle	1.575963817
ERR2743181	Skeletal_Muscle	1.577202572
SRR6023725	Skeletal_Muscle	1.578187109
ERR2743175	Skeletal_Muscle	1.578842128
SRR6023695	Skeletal_Muscle	1.579778733
ERR2743106	Skeletal_Muscle	1.581602883
SRR6023690	Skeletal_Muscle	1.581659278
SRR3160078	Skeletal_Muscle	1.582470258
SRR8366820	Skeletal_Muscle	1.583462761
D0_1	Skeletal_Muscle	1.583763123
SRR8366805	Skeletal_Muscle	1.584843233
SRR6315755	Skeletal_Muscle	1.586532741
ERR2743093	Skeletal_Muscle	1.586785876
SRR6023832	Skeletal_Muscle	1.587160935
SRR6023792	Skeletal_Muscle	1.587748538
SRR2035184	Skeletal_Muscle	1.589864137
ERX2933221	Skeletal_Muscle	1.594158683
SRR6023819	Skeletal_Muscle	1.595768592
SRR8606202	Skeletal_Muscle	1.596169476
SRR3160053	Skeletal_Muscle	1.59664085
SRX4617965	Skeletal_Muscle	1.596767255
SRX7051121	Skeletal_Muscle	1.596990941
ERR2743153	Skeletal_Muscle	1.597054845
SRR8366863	Skeletal_Muscle	1.597242249
SRR8366837	Skeletal_Muscle	1.597343808
SRR8366796	Skeletal_Muscle	1.598773943
SRR6023688	Skeletal_Muscle	1.599405876
SRR8366791	Skeletal_Muscle	1.604839923
ERR2743154	Skeletal_Muscle	1.606334673
SRR8366848	Skeletal_Muscle	1.606341781
SRR7724858	Skeletal_Muscle	1.607455312
SRR3105568	Skeletal_Muscle	1.607579353
SRR8366940	Skeletal_Muscle	1.608404285
SRX8136085	Skeletal_Muscle	1.609153556
SRR7724899	Skeletal_Muscle	1.611753591
ERR2743179	Skeletal_Muscle	1.612166576
SRR5651381	Skeletal_Muscle	1.612526131
SRR3160034	Skeletal_Muscle	1.612946913
D100_3	Skeletal_Muscle	1.613079915
ERR2743128	Skeletal_Muscle	1.615047572
SRR6023765	Skeletal_Muscle	1.616383577
SRR8366866	Skeletal_Muscle	1.619729923
SRR5190391	Skeletal_Muscle	1.619756211
SRR8366792	Skeletal_Muscle	1.620837394
SRR1184424	Skeletal_Muscle	1.621303592
ERR2743191	Skeletal_Muscle	1.621922923
ERX2933250	Skeletal_Muscle	1.624593644
ERR2775646	Skeletal_Muscle	1.62479528
ERX2933253	Skeletal_Muscle	1.62660641
ERR2775674	Skeletal_Muscle	1.627583026
ERX2933228	Skeletal_Muscle	1.630037295
SRR8366893	Skeletal_Muscle	1.630466514
SRR8366875	Skeletal_Muscle	1.631145269
ERR2743114	Skeletal_Muscle	1.631469859
D140_300	Skeletal_Muscle	1.633356342
SRR8366847	Skeletal_Muscle	1.635649
ERR2743133	Skeletal_Muscle	1.635772962
SRX2366843	Skeletal_Muscle	1.636599565
SRR5556387	Skeletal_Muscle	1.637023126
ERR2775645	Skeletal_Muscle	1.637571761
SRR7724852	Skeletal_Muscle	1.639542437
ERR2743185	Skeletal_Muscle	1.639610966
SRR6315757	Skeletal_Muscle	1.640126218
SRR3160003	Skeletal_Muscle	1.640687092
SRR8366915	Skeletal_Muscle	1.643410155
SRR1184425	Skeletal_Muscle	1.645812773
SRR8366830	Skeletal_Muscle	1.648422185
ERR2775689	Skeletal_Muscle	1.649465549
SRR8366921	Skeletal_Muscle	1.650309625
ERR2775667	Skeletal_Muscle	1.653448965
SRR3160044	Skeletal_Muscle	1.653673204
SRR8366949	Skeletal_Muscle	1.654116536
SRR5577192	Skeletal_Muscle	1.655712228
ERR2743123	Skeletal_Muscle	1.65597503
T190_D180	Skeletal_Muscle	1.658683581
SRR6023703	Skeletal_Muscle	1.658875941
ERX2933232	Skeletal_Muscle	1.660257801
SRR7763629	Skeletal_Muscle	1.663950265
